page,title,info,intro,href
37,资讯:IT行业的35岁，一道难以逾越的坎？（强哥畅聊）,作者：强官涛   类别：学院动态   日期：2020-04-03 15:18:42   阅读：5470 次   消耗积分：0 分,大家好，我是强哥，我是一名程序员，我始终相信，技术改变生活，研发构建未来。今天我们来聊一聊IT行业的年龄这个敏感的话题。不知道从什么时候开始，坊间出现了这样的观...,http://old.woniuxy.com/note/480
37,资讯:IT行业激荡30年->技术与架构演进（强哥畅聊）,作者：强官涛   类别：学院动态   日期：2020-04-03 14:32:01   阅读：6007 次   消耗积分：0 分,大家好，我是强哥，我是一名程序员。我始终相信“技术改变生活，研发构建未来”。今天是“IT行业激荡30年”系列文章的第四篇（前三篇文章请猛戳这里“IT行业激荡30年-&g...,http://old.woniuxy.com/note/479
37,资讯:IT行业激荡30年->技术改变生活（强哥畅聊）,作者：强官涛   类别：学院动态   日期：2020-04-03 14:16:14   阅读：5250 次   消耗积分：0 分,各位小伙伴，大家好~今天这篇文章来自强哥（蜗牛学院CEO邓强），内容偏长，阅读约20分钟。大家好，我是强哥，我是一名程序员。我始终相信“技术改变生活，研发构建未来”...,http://old.woniuxy.com/note/478
37,资讯:IT行业激荡30年->改变世界的程序员们（强哥畅聊...,作者：强官涛   类别：学院动态   日期：2020-04-03 10:56:55   阅读：4635 次   消耗积分：0 分,各位小伙伴，大家好~今天这篇文章来自强哥（蜗牛学院CEO邓强），内容偏长，阅读约20分钟。大家好，我是强哥，我是一名程序员。我始终相信“技术改变生活，研发构建未来”...,http://old.woniuxy.com/note/477
37,访谈:疫情期间，蜗牛学院就业学员最高薪资18K，平均薪...,作者：强官涛   类别：学院动态   日期：2020-04-02 17:09:41   阅读：3382 次   消耗积分：0 分,各位小伙伴，大家好~目前全国各地不同学校、不同年级的开校时间基本都定在了4月，而蜗牛学院除武汉校区外，其他5校区也极有可能在四月中下旬全面恢复线下授课。 自...,http://old.woniuxy.com/note/476
37,资讯:IT行业激荡30年->编程语言变迁史（强哥畅聊）,作者：强官涛   类别：学院动态   日期：2020-04-02 16:34:59   阅读：4821 次   消耗积分：0 分,各位小伙伴，大家好~今天这篇文章来自强哥（蜗牛学院CEO邓强），内容偏长，阅读约20分钟。写在前面的话。大家好，我是强哥。我是一名程序员，也是一名架构师。我始终相信...,http://old.woniuxy.com/note/475
37,资讯:全年专题直播课四月课表正式上线！​,作者：强官涛   类别：学院动态   日期：2020-04-02 16:05:22   阅读：3003 次   消耗积分：0 分,各位老铁，大家好~蜗牛学院4月份的直播课程已经在“在线课堂”正式上线，各位小伙伴点击以下图片即可立即报名：另外，在此要说两点比较重要内容：1.三月免费领取了蜗牛学...,http://old.woniuxy.com/note/474
37,资讯:请注意！您的奖品即将送达,作者：强官涛   类别：学院动态   日期：2020-04-02 15:33:39   阅读：3296 次   消耗积分：0 分,各位老铁，大家好~上个月是蜗牛学院五周年的日子。为了感恩大家一路以来对蜗牛学院的支持与认可，我们特意为各位献上了两份大礼：免费赠送蜗牛学院价值8960元的2020年全...,http://old.woniuxy.com/note/473
37,实验:测试用例设计（三）,作者：强官涛   类别：测试开发   日期：2020-04-02 15:09:07   阅读：3187 次   消耗积分：0 分,本周分享《测试用例设计》实验内容，由于知识含量较多，现在拆分为多篇分享，今日是第一篇。回顾上周内容，请点击：教材连载：测试用例设计（二）教材连载：测试用例设计（...,http://old.woniuxy.com/note/472
38,资讯:​90%的公司都因为忽略了这件事，所以才一直发展...,作者：强官涛   类别：学院动态   日期：2020-03-26 15:31:34   阅读：5044 次   消耗积分：0 分,现如今，企业员工的流动性越来越高，但网上却一直“传言”：阿里员工，即便出3-4倍工资，也很难挖走！于是很多公司老板都特别好奇，为什么难“挖”？深入了解后大家发现，...,http://old.woniuxy.com/note/471
38,资讯:给你推荐一下阿多比设计学院，这是我兄弟！,作者：强官涛   类别：学院动态   日期：2020-03-26 15:05:28   阅读：4817 次   消耗积分：0 分,各位老铁，今天给大家隆重介绍一下蜗牛学院亲兄弟——阿多比设计学院。以下是它的自我介绍，小伙伴们一定要认真看！哈喽，大家好~我们是阿多比设计学院，一看名字你肯定就...,http://old.woniuxy.com/note/470
38,访谈:16年毕业，去年来蜗牛学院西安校区学习Java开发...,作者：强官涛   类别：学院动态   日期：2020-03-26 14:44:09   阅读：6260 次   消耗积分：0 分,各位老铁，大家好~在前两周分享完上海校区测试开发班爽姐的就业文章之后，就有小蜗牛在文末留言呼吁：于是，为满足你俩提出的“需求”，本周小编就给大家分享西安校区Java...,http://old.woniuxy.com/note/469
38,访谈:学员投稿：读《强哥述：蜗牛学院五年运营及管理经...,作者：强官涛   类别：学院动态   日期：2020-03-26 14:26:30   阅读：3618 次   消耗积分：0 分,上周是蜗牛学院的五周年生日，强哥特别撰写了一篇分享文（了解请戳：强哥述：蜗牛学院五年运营及管理经验大揭秘！），随后有很多小蜗牛在文末留言，其中有个小伙伴说：于是...,http://old.woniuxy.com/note/468
38,实验:测试用例设计（二）,作者：强官涛   类别：测试开发   日期：2020-03-26 14:13:46   阅读：3237 次   消耗积分：0 分,本周分享《测试用例设计》实验内容，由于知识含量较多，现在拆分为多篇分享，今日是第一篇。回顾上周内容，请点击：教材连载：测试用例设计（一） 实 验 简 介&nbs...,http://old.woniuxy.com/note/467
38,实验:测试用例设计（一）,作者：强官涛   类别：测试开发   日期：2020-03-17 10:13:24   阅读：4616 次   消耗积分：0 分,本周分享《测试用例设计》实验内容，由于知识含量较多，现在拆分为多篇分享，今日是第一篇。回顾上周内容，请点击：教材连载：软件测试六大类型（二） 实 验 简 介&...,http://old.woniuxy.com/note/466
38,资讯:蜗牛学院五年运营管理经验大揭秘！,作者：强官涛   类别：学院动态   日期：2020-03-16 18:32:40   阅读：13166 次   消耗积分：0 分,各位小伙伴，大家好~今天这篇文章来自蜗牛学院CEO邓强，在这个特殊的日子里（蜗牛学院五周年），强哥从企业文化、产品定位、课程设置、市场营销等多个角度回顾了蜗牛学院...,http://old.woniuxy.com/note/464
38,实验:软件测试六大类型（二）,作者：强官涛   类别：测试开发   日期：2020-03-10 14:14:27   阅读：6187 次   消耗积分：0 分,本周分享《软件测试六大类型》实验中的第二部分内容。回顾上周内容，请点击：教材连载：软件测试六大类型（一）实验简介我们可以从不同的角度对一个软件产品进行质量的评估...,http://old.woniuxy.com/note/463
38,资讯:关于到校复课的通知！,作者：强官涛   类别：学院动态   日期：2020-03-10 12:12:50   阅读：5435 次   消耗积分：0 分,等国家安排为了答谢大家对蜗牛学院的支持，蜗牛学院将会定期对大家免费发放干货，敬请关注蜗牛学院的官方微信。,http://old.woniuxy.com/note/462
38,资讯:本次开班的男女比例，你一定猜不到！,作者：强官涛   类别：学院动态   日期：2020-03-10 11:43:16   阅读：3667 次   消耗积分：0 分,你是不是觉得IT行业天生就属于男性？你是不是觉得女性不适合做技术？或者……你曾有过做技术的念头，但却被世俗的观点给否了？以上原因重要吗？不重要！自己喜欢、做出选...,http://old.woniuxy.com/note/461
39,资讯:从保险行业转入测试开发，这位小姐姐凭什么拿了1...,作者：强官涛   类别：学院动态   日期：2020-03-10 11:09:21   阅读：4670 次   消耗积分：0 分,第一天“老师，我已经收到两个offer了”“什么项目，薪资多少？”“都是17K，一个做移动app、一个做金融项目”“你选哪一个”“我选移动App的，这家有年终奖”“嗯，好...,http://old.woniuxy.com/note/460
39,资讯:疫情之下的IT行业，孕育新的生机！,作者：强官涛   类别：学院动态   日期：2020-03-05 10:03:58   阅读：5640 次   消耗积分：0 分,这两天的A股市场可谓是万里江山一片红，给我国饱受疫情打击的市场经济注入了一针强心剂。特别是互联网与科技板块的股票，更是一路上涨且势头猛烈。你也许疑惑：目前我国各...,http://old.woniuxy.com/note/459
39,实验:软件测试六大类型（一）,作者：强官涛   类别：测试开发   日期：2020-03-04 17:40:15   阅读：5932 次   消耗积分：0 分,实验简介我们可以从不同的角度对一个软件产品进行质量的评估，ISO提出了软件质量模型这一参考标准，提出了各种评估产品质量的规范，帮助我们更好地评估一个软件产品的质量...,http://old.woniuxy.com/note/458
39,资讯:蜗牛学院五周年一重福利： 8960元献礼每一位“程...,作者：强官涛   类别：学院动态   日期：2020-03-04 15:57:14   阅读：7130 次   消耗积分：0 分,2015年3月。蜗牛学院正式成立，成都校区开始招生。而后的五年时间里，以成都为起点，我们相继在重庆、西安、上海、武汉落地扎根，成立新校区。2020年2月29日。四年一遇...,http://old.woniuxy.com/note/457
39,实验:测试与开发团队该如何配合？,作者：强官涛   类别：测试开发   日期：2020-02-28 11:07:07   阅读：5408 次   消耗积分：0 分,小伙伴们，大家好~本周起，我们的“教材连载”栏目将正式回归啦。接下来我们将用大半年的时间给大家分享Python测试开发的相关内容。上期回顾：预备知识：软件工程与软件...,http://old.woniuxy.com/note/456
39,访谈:在收到4份薪资均高于16K的offer后，我总结了这...,作者：强官涛   类别：学院动态   日期：2020-02-28 10:55:02   阅读：6550 次   消耗积分：0 分,各位老铁，大家好~今天这篇文章出自于蜗牛学院上海校区10期Java开发班的小蜗牛——周同学。他16年毕业于江西某一所大学，就读专业为电子信息科学与技术，但他在毕业后长...,http://old.woniuxy.com/note/455
39,资讯:疫情期间，不要一时大意，导致前功尽气。,作者：强官涛   类别：学院动态   日期：2020-02-28 10:40:14   阅读：4542 次   消耗积分：0 分,革命尚未成功同志仍须“自律”！为了答谢大家对蜗牛学院的支持，蜗牛学院将会定期对大家免费发放干货，敬请关注蜗牛学院的官方微信。,http://old.woniuxy.com/note/454
39,访谈:疫情在家，他靠视频面试拿到了月薪11K的offer,作者：强官涛   类别：学院动态   日期：2020-02-19 19:03:27   阅读：6526 次   消耗积分：0 分,各位老铁，大家好~最近是在炸油条呢，还是蒸蛋糕？或者，已经开始到公司上班了呢？随着企业慢慢复工，咱们的小蜗牛也从上周开始陆续收到了入职offer。所以今天，我想和你...,http://old.woniuxy.com/note/453
39,资讯:今天，两百多人参加了蜗牛学院的开班典礼！,作者：强官涛   类别：学院动态   日期：2020-02-10 18:48:44   阅读：6996 次   消耗积分：0 分,各位老铁，周一好~2月6日，也就是上周四，蜗牛学院全国校区正式开课。ps：在家认真授课的老师&认真学习的小蜗牛们~而今天，蜗牛学院六校区统一开班了。并且，这一次...,http://old.woniuxy.com/note/452
39,资讯:共抗疫情，蜗牛学院尽献300万公益课程，助力莘莘...,作者：强官涛   类别：学院动态   日期：2020-02-10 13:13:15   阅读：10112 次   消耗积分：0 分,昨天返回成都，从五号线“大源”出站后，我拖着行李箱顺着天府二街往回走，看着街道两旁树上挂着的红灯笼与各商铺门前亮着的霓虹灯，本该是一片喜庆愉悦的景象，此刻却显得...,http://old.woniuxy.com/note/451
40,资讯:今天，重要的这三件事情你应该知道！,作者：强官涛   类别：学院动态   日期：2020-02-06 15:55:41   阅读：7198 次   消耗积分：0 分,今天是2020年2月6日，正月十三。最新数据显示，新型冠状病毒确诊人数28060人，疑似病例24702人（数据截至今日7:36分）。未来3天，将会是此次疫情的关键期，也将出现专...,http://old.woniuxy.com/note/450
40,资讯:携手同心、全面防疫|蜗牛学院关于春节假期后的上...,作者：强官涛   类别：学院动态   日期：2020-01-31 15:50:03   阅读：6391 次   消耗积分：0 分,各位小伙伴，大家好~今日初七，涛哥在此代表蜗牛学院全体员工再次给您拜年啦！祝您：鼠年大吉，身体健康，顺利平安~当然，我们每个人都能深切感受到，今年的春节并不好过...,http://old.woniuxy.com/note/449
40,资讯:春节期间，程序员该如何向七大姑八大姨解释自己的...,作者：强官涛   类别：学院动态   日期：2020-01-14 11:40:11   阅读：9516 次   消耗积分：0 分,2020年春节即将来临作为程序员过年回家最苦恼的问题一定是来自七大姑八大姨的问候她们除了问你有没有对象每个月多少钱之外还总会加一句这时对于程序员而言就有点小尴尬了...,http://old.woniuxy.com/note/448
40,资讯:蜗牛学院关于调整学费的通知！,作者：强官涛   类别：学院动态   日期：2020-01-14 11:13:35   阅读：11007 次   消耗积分：0 分,蜗牛学院关于调整学费的通知！请查收~为了答谢大家对蜗牛学院的支持，蜗牛学院将会定期对大家免费发放干货，敬请关注蜗牛学院的官方微信。,http://old.woniuxy.com/note/447
40,访谈:西安校区17期软件测试班全员就业，平均月薪6519...,作者：强官涛   类别：学院动态   日期：2020-01-14 11:10:58   阅读：51422 次   消耗积分：0 分,各位老铁，大家好~今天这份就业喜报来自西安校区17期测试开发班，这也是蜗牛学院农历年前的最后一篇喜报文章啦本班最高薪资9000元，平均薪资6519元。详细就业信息如下，...,http://old.woniuxy.com/note/446
40,资讯:年底如遇催婚，请把这句话告诉Ta,作者：强官涛   类别：学院动态   日期：2020-01-14 10:53:51   阅读：8292 次   消耗积分：0 分,请把这句话告诉Ta，看~,http://old.woniuxy.com/note/445
40,访谈:软件工程与软件研发（预备知识）,作者：强官涛   类别：测试开发   日期：2020-01-14 10:39:57   阅读：6626 次   消耗积分：0 分,实验简介软件应用于多个方面。典型的软件有电子邮件、嵌入式系统、人机界面、办公套件、操作系统、编译器、数据库、游戏等。同时，各个行业几乎都有计算机软件的应用，如工...,http://old.woniuxy.com/note/444
40,资讯:据说这23个问题，只有资深程序员才能答对,作者：强官涛   类别：学院动态   日期：2020-01-07 10:42:40   阅读：5853 次   消耗积分：0 分,各位老铁，大家好~距离春节越来越近，是不是有点归心似箭了呢。繁忙的工作之余，让我们来轻松一刻，今日小编特在网上搜集整理了以下23个问题。据说，没人能全部答对。你，...,http://old.woniuxy.com/note/443
40,访谈:18年毕业，从化学老师转行软件测试，他的入职月...,作者：强官涛   类别：学院动态   日期：2020-01-07 10:22:24   阅读：7349 次   消耗积分：0 分,小宁，2018年毕业于**大学，电子信息工程专业。大四期间他曾在一家K12教育机构当过化学辅导老师，随后毕业自己便开始创业，成立了一家教育机构，主要做初高中数理化方面...,http://old.woniuxy.com/note/442
40,资讯:程序员是如何玩“你比我猜”的？,作者：强官涛   类别：学院动态   日期：2020-01-07 10:14:09   阅读：5632 次   消耗积分：0 分,小伙伴们，大家好~昨日，成都校区63期Java开发班的班主任汤老师，带着本班小蜗牛们在火车南站的一个运动馆，举行了一场超级有趣的学员活动。活动上大家玩了很多小游戏，...,http://old.woniuxy.com/note/441
41,实验:Appium核心应用（四）,作者：强官涛   类别：Python开发   日期：2020-01-07 09:19:40   阅读：5081 次   消耗积分：0 分,本周分享《Appium核心应用》实验中的Web应用测试。回顾上周内容，请点击：教材连载：Appium核心应用（一）教材连载：Appium核心应用（二）教材连载：Appium核心应用...,http://old.woniuxy.com/note/440
41,资讯:2019，这是我的年终总结！,作者：强官涛   类别：学院动态   日期：2019-12-31 17:59:28   阅读：7261 次   消耗积分：0 分,2019，我们共同见证和经历了很多。 这一年，屠呦呦青蒿素有了新突破、中国女排卫冕、张伟丽成为UFC中国首位冠军、苏炳添6秒47创短跑60米世界第一、FPX夺冠、徐灿...,http://old.woniuxy.com/note/439
41,实验:Appium核心应用（三）,作者：强官涛   类别：Python开发   日期：2019-12-20 11:50:25   阅读：5049 次   消耗积分：0 分,本周分享《Appium核心应用》实验中的原生应用测试。回顾上周内容，请点击：教材连载：Appium核心应用（一）教材连载：Appium核心应用（二）“一笔记账”是一个原生的An...,http://old.woniuxy.com/note/438
41,资讯:周日直播福利：准备找工作或计划年后跳槽的程序员...,作者：强官涛   类别：学院动态   日期：2019-12-20 11:37:00   阅读：4191 次   消耗积分：0 分,在IT培训机构呆久了，我们明显发现，往往在班级里技术最好的同学不一定能拿到高薪，反而那种技术中上，沟通交流强，会表达的同学拿高薪的几率更大。探其原因，主要是很多...,http://old.woniuxy.com/note/437
41,资讯:周六直播福利：信息安全实战-密码学,作者：强官涛   类别：学院动态   日期：2019-12-20 11:08:50   阅读：6110 次   消耗积分：0 分,2011年4月，索尼在线PlayStation网络7700万客户的信息被盗，攻击导致其损失了1.7亿美元；2012年3月，中国国家互联网应急中心（CNCERT）发布的消息称：仅2011年一年...,http://old.woniuxy.com/note/436
41,资讯:西安校区16期Java开发班全员就业，人均薪资6757...,作者：强官涛   类别：学院动态   日期：2019-12-20 11:03:38   阅读：4734 次   消耗积分：0 分,各位老铁，大家好~西安校区的喜报又来啦。本次是咱们16期Java开发班的小蜗牛们，历经大半个月，目前已全员就业，最高薪资9000元，平均薪资6757元。详细就业信息如下，为...,http://old.woniuxy.com/note/435
41,资讯:周考成绩103，2年少儿编程讲师经验的他，是一名...,作者：强官涛   类别：学院动态   日期：2019-12-20 10:28:32   阅读：4581 次   消耗积分：0 分,各位老铁，大家好~上周一，蜗牛学院武汉校区首期班已正式开课，目前所有同学已进入紧张而充实的学习状态。大家都知道，做IT除了要技术过硬之外，还需要有较强的沟通交流能...,http://old.woniuxy.com/note/434
41,资讯:武汉校区正式开业，三校区同步开班，今天是蜗牛学...,作者：强官涛   类别：学院动态   日期：2019-12-10 11:53:09   阅读：5429 次   消耗积分：0 分,各位老铁，大家好~蜗牛学院第五家校区——武汉校区。于2019年12月9日，正式开业！蜗牛学院，专注中高端IT人才培养，课程包含Java全栈、测试开发、Web前端、Python全栈...,http://old.woniuxy.com/note/433
41,访谈:16年毕业，从包装行业转入Java开发，入职月薪8....,作者：强官涛   类别：学院动态   日期：2019-12-10 10:43:11   阅读：4866 次   消耗积分：0 分,刘同学，2016年毕业于四川**大学，高分子材料加工工程专业，大学毕业后他进入了包装行业，开始从事产品设计类的工作。刚开始他觉得这份工作很有意思，也很有新鲜感，但干...,http://old.woniuxy.com/note/432
41,实验:Appium核心应用（二）,作者：强官涛   类别：Python开发   日期：2019-12-10 10:23:57   阅读：4620 次   消耗积分：0 分,本周分享《Appium核心应用》实验中的界面对象识别。回顾上周内容，请点击：教材连载：Appium核心应用（一）在利用Selenium针对标准Web应用进行测试时，我们可以使用浏...,http://old.woniuxy.com/note/431
42,资讯:祝贺他们获得了蜗牛学院Java开发方向第二届学员...,作者：强官涛   类别：学院动态   日期：2019-11-28 12:15:19   阅读：6325 次   消耗积分：0 分,蜗牛学院Java开发方向第二届学员项目竞赛总冠军已诞生~获得Java开发方向第二届学员项目竞赛总冠军的是：重庆校区22期WoniuTicket项目组！！！本项目组的小蜗牛们获得1...,http://old.woniuxy.com/note/430
42,实验:Appium核心应用（一）,作者：强官涛   类别：Python开发   日期：2019-11-26 11:12:27   阅读：8224 次   消耗积分：0 分,本周分享《Appium核心应用》实验中的常见参数配置。前期分享了《Appium的安装及配置》回顾本章节的前期分享，请点击：教材连载：安装及配置Appium（一）教材连载：安装...,http://old.woniuxy.com/note/429
42,原理:深入理解python中的GIL,作者：强官涛   类别：Python开发   日期：2019-11-26 10:44:21   阅读：3807 次   消耗积分：0 分,今天的这篇文章来自蜗牛学院在线教育部卿淳俊老师。蜗牛学院资深讲师，15年测试开发及项目管理经验，认证敏捷项目Scrum Master，精通各种测试及开发工具、框架的设计和...,http://old.woniuxy.com/note/428
42,访谈:17年毕业，从旅游管理转行软件测试，她的入职月...,作者：强官涛   类别：学院动态   日期：2019-11-26 10:26:26   阅读：11834 次   消耗积分：0 分,各位老铁，大家好。以前分享的就业喜报大多都是录制的学员视频、感谢信、或班级喜报。这次，咱们换种玩儿法，使用“采访1V1”的对话来给大家分享一下上海校区赵同学关于转...,http://old.woniuxy.com/note/427
42,资讯:年底跳槽、升职、加薪靠它就行！,作者：强官涛   类别：学院动态   日期：2019-11-26 10:03:28   阅读：4158 次   消耗积分：0 分,你是否因为技不如人而有过焦虑？你是否因为自律性差而从不主动学习？或者你明知应该学习新技术，却不知从何开始？亦或是你开始了学习，但因为缺少一个好氛围、好老师而难以...,http://old.woniuxy.com/note/426
42,实验:安装及配置Appium（四）,作者：强官涛   类别：Python开发   日期：2019-11-19 11:24:45   阅读：3982 次   消耗积分：0 分,本周分享《安装及配置Appium》实验中的快速执行安装测试。回顾本章节的前期分享，请点击：教材连载：安装及配置Appium（一）教材连载：安装及配置Appium（二）教材连载...,http://old.woniuxy.com/note/425
42,资讯:听说，蜗牛学院成都校区57期班有一位街舞少年~,作者：强官涛   类别：学院动态   日期：2019-11-19 11:15:34   阅读：11892 次   消耗积分：0 分,各位小伙伴，大家好~熟悉蜗牛学院的人都知道我们有着严苛的学员管理制度小蜗牛们一周的学习时间基本可用“996”来概括甚至有过之而无不及当然长时间的紧张学习容易使人疲...,http://old.woniuxy.com/note/424
42,资讯:蜗牛学院重庆、西安、上海三校区同步开班啦,作者：强官涛   类别：学院动态   日期：2019-11-19 10:53:06   阅读：15329 次   消耗积分：0 分,小伙伴们，大家好~今天周一，传说中的蜗牛学院“开班日”。重庆、西安、上海三校区也在今天迎来了一群新朋友，并为他们举行了热烈的开班仪式。开班仪式上首先由主持人给小...,http://old.woniuxy.com/note/423
42,漫谈:他17年就业时薪资2.4K，现在薪资12.5K！,作者：强官涛   类别：学院动态   日期：2019-11-19 10:35:59   阅读：16764 次   消耗积分：0 分,"各位老铁，大家好~今天和你分享一位17年在蜗牛学院毕业的小蜗牛的故事。我们叫他小戚，16年底来蜗牛培训，17年4月入职，当时还未大学毕业，实习薪资2.4K,现在12.5K!以...",http://old.woniuxy.com/note/422
42,资讯:让我们一起来看看，毕业2-3年的小蜗牛们最近工作...,作者：强官涛   类别：学院动态   日期：2019-11-12 14:32:59   阅读：3805 次   消耗积分：0 分,10月27日，蜗牛学院成都、重庆、西安、上海四校区同步开展了2019年程序员节活动。在程序员节上我们随机“抓”取了部分小伙伴，并对他们进行了临时采访，我们发现：有的小...,http://old.woniuxy.com/note/421
43,资讯:蜗牛学院第一期Web前端班正式开课啦！,作者：强官涛   类别：学院动态   日期：2019-11-12 12:03:21   阅读：10729 次   消耗积分：0 分,各位老铁，大家好~一个多月没有看到蜗牛学院的开班文章了，有木有很想念呢。告诉大家一个好消息：蜗牛学院Web前端方向的线下培训已正式开始授课。今天，我们为首期Web前...,http://old.woniuxy.com/note/420
43,资讯:西安校区12期Java开发班全员就业，平均薪资6.2K,作者：强官涛   类别：学院动态   日期：2019-11-12 11:16:48   阅读：2835 次   消耗积分：0 分,各位老铁，大家好~蜗牛学院西安校区的喜报又来啦！本次是咱们12期Java开发班的小蜗牛，他们已全员就业，最高薪资10000元，平均薪资6200元。 详细就业信息如下，为保护...,http://old.woniuxy.com/note/419
43,实验:安装及配置Appium（三）,作者：强官涛   类别：Python开发   日期：2019-11-12 10:46:04   阅读：4634 次   消耗积分：0 分,本周分享《安装及配置Appium》实验中的安装无界面版Appium Server。回顾本章节的前期分享，请点击：教材连载：安装及配置Appium（一）教材连载：安装及配置Appium（...,http://old.woniuxy.com/note/418
43,资讯:蜗牛学院2019年程序员节圆满落幕，我们来年再聚...,作者：强官涛   类别：学院动态   日期：2019-11-01 22:28:54   阅读：39242 次   消耗积分：0 分,各位小伙伴，大家好~上周星期天，蜗牛学院成都、重庆、西安、上海四校区同步开展了程序员节活动。数百名已就业小蜗牛们都回来聚了聚。 活动当天，8点咱们蜗牛学院的...,http://old.woniuxy.com/note/417
43,资讯:蜗牛学院程序员节上，我们给这几个小伙伴发了100...,作者：强官涛   类别：学院动态   日期：2019-11-01 19:23:15   阅读：8083 次   消耗积分：0 分,各位老铁，大家好~看到标题你一定在想：给谁发了10000元现金呀？为啥要给他们发呀？其实这些奖金是给咱们蜗牛学院测试开发方向第一届学员项目竞赛中获奖项目组小蜗牛的~...,http://old.woniuxy.com/note/416
43,原理:通过ARP欺诈中间人攻击黑掉公司一半的电脑,作者：强官涛   类别：网络安全   日期：2019-11-01 19:09:57   阅读：4789 次   消耗积分：0 分,这次攻击能够得以实现完全感谢蜗牛学院的网管老师不绑定静态IP，蜗牛学院的系统开发人员使用HTTP协议，安全防御基本没有，这才使得本次攻击顺利实现。对于这次攻击开始只...,http://old.woniuxy.com/note/415
43,资讯:广东德生科技股份有限公司、成都洛瑞恩科技有限公...,作者：强官涛   类别：学院动态   日期：2019-11-01 19:05:53   阅读：4893 次   消耗积分：0 分,上周六，广东德生科技股份有限公司成都分公司王经理及其同事来蜗牛学院成都校区进行了现场招聘。广东德生科技股份有限公司是国内A股上市企业，成立于1999年8月，注册资本...,http://old.woniuxy.com/note/414
43,资讯:武汉不止热干面和樱花雨， 还有蜗牛学院！,作者：强官涛   类别：学院动态   日期：2019-10-29 17:33:17   阅读：8686 次   消耗积分：0 分,说到武汉，你首先会想到什么？热干面、武昌鱼？武汉大学、樱花雨？长江大桥、黄鹤楼？还是在全国各座城市大街小巷都有售卖的武汉鸭脖？武汉又称“江城”，在古人眼中，它似...,http://old.woniuxy.com/note/413
43,实验:安装及配置Appium（二）,作者：强官涛   类别：Python开发   日期：2019-10-24 11:09:17   阅读：5719 次   消耗积分：0 分,本周分享《安装及配置Appium》实验中的安装Appium Desktop Server，回顾本章节的前期分享，请点击：教材连载：安装及配置Appium（一）在Appium官网下载最新...,http://old.woniuxy.com/note/412
43,原理:Python面试常考点之深入浅出链表操作,作者：强官涛   类别：Python开发   日期：2019-10-24 10:51:41   阅读：5376 次   消耗积分：0 分,今天的这篇文章来自蜗牛学院在线教育部卿淳俊老师。蜗牛学院资深讲师，15年测试开发及项目管理经验，认证敏捷项目Scrum Master，精通各种测试及开发工具、框架的设计和...,http://old.woniuxy.com/note/411
44,资讯:倒计时4天！蜗牛全体员工等你回家,作者：强官涛   类别：学院动态   日期：2019-10-24 10:36:00   阅读：40266 次   消耗积分：0 分,“老”蜗牛们，大家好~属于程序员的专属节日即将来临你们，准备好怎么过吗？ 作为一家IT培训机构蜗牛学院培育了数千名IT行业从业者并且我们一贯的理念是不做那种“...,http://old.woniuxy.com/note/410
44,访谈:14年毕业，在家自学3年编程，后来蜗牛学院培训，...,作者：强官涛   类别：学院动态   日期：2019-10-24 10:20:33   阅读：8614 次   消耗积分：0 分,各位老铁，大家好~今天我想和你分享蜗牛学院上海校区5期Java开发班一位小蜗牛的故事。他在来蜗牛学院培训前，已经在家自学了三年的编程。可三年时间的自学，不但没有真正...,http://old.woniuxy.com/note/409
44,资讯:我们有10000元现金大奖，你帮忙看看，给谁合适~,作者：强官涛   类别：学院动态   日期：2019-10-23 15:20:56   阅读：5510 次   消耗积分：0 分,各位老铁，大家好~上周第一届测试开发方向的学员项目竞赛已完成网络投票，并在上周六通过在线直播的方式对其参赛项目做了详细讲解。目前统分员正在计算所有项目组的最终得...,http://old.woniuxy.com/note/408
44,资讯:蜗牛学院第一届测试开发方向学员项目竞赛投票啦！...,作者：强官涛   类别：学院动态   日期：2019-10-18 13:58:00   阅读：5319 次   消耗积分：0 分,各位老铁，大家好~为了加强小蜗牛们的竞争意识、团队协作能力、模拟更加真实的企业项目实战环境，并将在蜗牛学院每一阶段所学技术真正的运用到产品研发或测试开发中去，我...,http://old.woniuxy.com/note/407
44,资讯:蜗牛学院西安校区13期测试开发班全员就业，最高...,作者：强官涛   类别：学院动态   日期：2019-10-18 11:35:13   阅读：3788 次   消耗积分：0 分, 小伙伴们大家好~蜗牛学院西安校区喜报又来啦！本次是咱们13期测试开发班的小蜗牛，他们已全员就业，最高薪资12000元，平均薪资7090.5元。 详细就业信息如...,http://old.woniuxy.com/note/406
44,实验:安装及配置Appium（一）,作者：强官涛   类别：Python开发   日期：2019-10-18 11:23:05   阅读：3219 次   消耗积分：0 分,本周分享《安装及配置Appium》实验中的Appium概述，后期将分享更多内容。Appium是一个移动端的UI自动化测试框架，可用于测试原生应用，移动网页应用和混合型应用，且是...,http://old.woniuxy.com/note/405
44,资讯:蜗牛学院是要进军“在线教育”领域了吗？,作者：强官涛   类别：学院动态   日期：2019-10-18 11:04:06   阅读：4603 次   消耗积分：0 分,蜗牛学院要不要做在线教育先不谈，在此我想先给各位小伙伴分享几张截图，这几张图是国庆珍藏版，发出来也不知道会不会被蛋哥开除，不管了，先发为敬~10月4号，正是大家在...,http://old.woniuxy.com/note/404
