类别,类别名,页数,武器名,武器介绍,武器星级,攻击,会心,武器详情url,武器图片url
4,大剑,3,超重剑·冲锋,女武神部队中，曾经有一支冲锋队，队伍中的每个队员都手执巨剑，冲在对抗崩坏的最前线，在6年前，姬子也是这支小队的一员...,4,183,10,http://www.3rdguide.com/web/arm/detail?id=126,http://static.3rdguide.com/image/data/uploads/all/201802/f80ded967d9.png
4,大剑,3,爱酱锤,“喂，你刚才绝对又偷电打游戏了吧？”“姬……姬子少校，请原谅爱酱！”至于结果已经很明朗了。,4,182,19,http://www.3rdguide.com/web/arm/detail?id=134,http://static.3rdguide.com/image/data/uploads/all/201802/c4028c0d5ad.png
4,大剑,3,深紫骑士,米高扬中央设计制造局制造的崩坏能动力剑，可以一口气释放出剑身内的崩坏能形成强大的冲击波，击飞前方的敌人。,4,178,17,http://www.3rdguide.com/web/arm/detail?id=131,http://static.3rdguide.com/image/data/uploads/all/201802/8542a2a68f9.png
4,大剑,3,链齿大剑,米高扬中央设计局参考锯齿大剑利用崩坏能粒子驱动剑身锯齿的特性制造的泛用性大剑武装，为可可利亚亲卫队近接作战部队的标配武器之一。,4,173,24,http://www.3rdguide.com/web/arm/detail?id=133,http://static.3rdguide.com/image/data/uploads/all/201802/b42442a39ca.png
4,大剑,3,电离共振剑,逆熵盟主秘密要求ME社开发的大剑，可以用闪电攻击周围的敌人，这把秘密的武器，究竟是为了谁而开发的...？,4,171,27,http://www.3rdguide.com/web/arm/detail?id=127,http://static.3rdguide.com/image/data/uploads/all/201802/d0c298cd338.png
4,大剑,4,合金·背叛者巨剑,米高扬中央设计制造局设计的背叛者巨剑流通版，成功复制出了90%的背叛者巨剑的性能。,4,169,10,http://www.3rdguide.com/web/arm/detail?id=136,http://static.3rdguide.com/image/data/uploads/all/201802/66ea9bc3831.png
4,大剑,4,氮素结晶剑,逆熵盟主秘密要求ME社开发的大剑，能一击击碎厚实的坚冰。其存在就连现任ME社社长可可利亚都不知道。,4,168,31,http://www.3rdguide.com/web/arm/detail?id=125,http://static.3rdguide.com/image/data/uploads/all/201802/76d16d792e1.png
4,大剑,4,异端审问会火炬,熊熊的烈焰，烧尽一切。,4,165,16,http://www.3rdguide.com/web/arm/detail?id=130,http://static.3rdguide.com/image/data/uploads/all/201802/2ba14c69096.png
4,大剑,4,合金·天父大剑,天命组织用自研的火属性崩坏能矿石，仿造天父大剑打造的武器，其所拥有的威力无限接近天父大剑。,4,163,17,http://www.3rdguide.com/web/arm/detail?id=135,http://static.3rdguide.com/image/data/uploads/all/201802/3cc06b8192c.png
4,大剑,4,试做型脉冲大剑,以女武神大剑为蓝本制作，鲜为人知的崩坏武器原型之一，可以陪伴主人共同成长，已知的最高记录是进化到稀有度4星。,4,153,19,http://www.3rdguide.com/web/arm/detail?id=129,http://static.3rdguide.com/image/data/uploads/all/201802/2116a157570.png
4,大剑,4,混种大剑16式,混种大剑拥有骑士剑的“突刺”和斩剑的“砍劈”以及阔剑的“顺手”。在熟练的战士手中，可以发挥出巨大的威力。,3,126,5,http://www.3rdguide.com/web/arm/detail?id=123,http://static.3rdguide.com/image/data/uploads/all/201802/244989edd1c.png
4,大剑,4,融核动力剑·改,米高扬中央设计制造局制造的重剑，强化了剑柄上的小型崩坏能融炉的性能，在解开限制闸的一刻，可以爆发出媲美小型核爆的威力。,3,124,9,http://www.3rdguide.com/web/arm/detail?id=122,http://static.3rdguide.com/image/data/uploads/all/201802/65d7f0520ba.png
4,大剑,4,能量大剑,圣7308研究所为女武神设计的标准大剑，在老型号大剑的基础上，强化了剑身内的崩坏能强度，相应的，剑身也会透出崩坏能的紫光。,3,122,12,http://www.3rdguide.com/web/arm/detail?id=121,http://static.3rdguide.com/image/data/uploads/all/201802/ef7b188ba0e.png
4,大剑,4,融核动力剑初型,米高扬中央设计制造局制造的重剑，剑柄上小型的崩坏能融炉是由老式的苏制核融炉改造成的。,3,121,14,http://www.3rdguide.com/web/arm/detail?id=120,http://static.3rdguide.com/image/data/uploads/all/201802/fcf9d05dcf0.png
4,大剑,4,绯红皇后,米高扬中央设计制造局制造的崩坏能动力剑，剑身中过载的崩坏能在大幅强化使用者的同时，也会对使用者造成巨大的身体负担。,4,120,15,http://www.3rdguide.com/web/arm/detail?id=132,http://static.3rdguide.com/image/data/uploads/all/201802/7173f415e18.png
4,大剑,5,混种大剑27式,混种大剑拥有骑士剑的“突刺”和斩剑的“砍劈”以及阔剑的“顺手”。只有强大的战士才能熟练的使用它。,3,116,23,http://www.3rdguide.com/web/arm/detail?id=124,http://static.3rdguide.com/image/data/uploads/all/201802/05b4b3a5817.png
4,大剑,5,大剑,无量塔姬子爱用的大剑，型号有点老了，虽然性能不算优秀，但是这把大剑在姬子成为女武神之前，就在陪伴着她了。,2,78,6,http://www.3rdguide.com/web/arm/detail?id=119,http://static.3rdguide.com/image/data/uploads/all/201803/6cc693d24fd.png
5,十字架,1,往世的蛇影·死之衣,超限蛇蛇,6,428,29,http://www.3rdguide.com/web/arm/detail?id=285,http://static.3rdguide.com/image/data/uploads/all/202109/2ef2017cc96.png
5,十字架,1,冥夜之赫卡忒,超限极夜,6,404,53,http://www.3rdguide.com/web/arm/detail?id=288,http://static.3rdguide.com/image/data/uploads/all/202111/662a2275b64.png
5,十字架,1,樱花的救赎,对冰律BOSS专用宝具，光速破盾，搭配屠格涅夫还能稳定施加BUFF。考虑到武器本身造价不高，且超限50级就能用，因此还是推荐锻造一把的。,6,398,39,http://www.3rdguide.com/web/arm/detail?id=265,http://static.3rdguide.com/image/data/uploads/all/202103/1e891e4173b.png
5,十字架,1,11th原典,神恩完美的毕业武器，优先度极高的超限武器，除了更高的暴击率提升，最为关键的是：显著加快了神恩的SP充能速度，不再为SP不足而头疼。现在在记忆战场中也可轻松开出大招，深渊中基本能无限循环。,6,395,60,http://www.3rdguide.com/web/arm/detail?id=228,http://static.3rdguide.com/image/data/uploads/all/201910/b52e514f79e.png
5,十字架,1,往世的星空·心之彩,非常适合格蕾修使用的十字架武器，虽然在战斗中她会用颜料作为进攻手段~,6,392,56,http://www.3rdguide.com/web/arm/detail?id=304,http://static.3rdguide.com/image/data/uploads/all/202206/da0d90dd77a.png
5,十字架,1,锦筝叹,最为契合观星的十字架，0SP消耗，并且能够进一步提升后台QTE→大招的辅助能力。该武器主动的范围极大，对主C站位基本无要求。,5,296,15,http://www.3rdguide.com/web/arm/detail?id=243,http://static.3rdguide.com/image/data/uploads/all/202005/e402a66e95d.png
5,十字架,1,往世的蛇影,蛇蛇,5,286,22,http://www.3rdguide.com/web/arm/detail?id=284,http://static.3rdguide.com/image/data/uploads/all/202109/424701bf784.png
5,十字架,1,往世的星空,繁星·绘世之卷推荐武器,5,285,22,http://www.3rdguide.com/web/arm/detail?id=303,http://static.3rdguide.com/image/data/uploads/all/202206/5a15fde1c70.png
5,十字架,1,犹大的誓约,女武神·犹大，原先十分强力的雷伤武器，随着版本各属性的提升，其固伤的弊端逐渐显露。现在通常作为副C，并结合卡拉瓦乔（上、中），提供元素辅助。·,5,276,32,http://www.3rdguide.com/web/arm/detail?id=41,http://static.3rdguide.com/image/data/uploads/all/201801/56c3c1da15c.png
5,十字架,1,晓月镇魂歌,神赐予这个世界光明，圣光引导人类前进的道路。然而，当过于耀眼的光芒开始灼伤人类的时候，能够保护他们的，就只有暗夜的帷幕。,5,275,27,http://www.3rdguide.com/web/arm/detail?id=191,http://static.3rdguide.com/image/data/uploads/all/201811/c80000cfe24.png
5,十字架,2,埃琉德尼尔,俗称晕架，目前眩晕控制基本被边缘化（大部分BOSS免疫，无角色必须依赖眩晕加伤），因此基本不会使用。,5,275,36,http://www.3rdguide.com/web/arm/detail?id=163,http://static.3rdguide.com/image/data/uploads/all/201803/c5a85789742.png
5,十字架,2,11th圣遗物,神恩标准的毕业武器，可提供稳定的暴击率加成和一定的生命回复，是原典的前置要素（解锁图鉴）。原典相较其提升非常明显，十分建议超限。,5,274,41,http://www.3rdguide.com/web/arm/detail?id=44,http://static.3rdguide.com/image/data/uploads/all/201803/ccc07ace196.png
5,十字架,2,超维☆奏鸣曲,樱火轮舞标准的毕业武器（不是樱犹），可显著增强角色爆发状态下的输出能力。主动可提供一定元素加成，因此也可作为元素辅助武器使用。,5,271,38,http://www.3rdguide.com/web/arm/detail?id=171,http://static.3rdguide.com/image/data/uploads/all/201807/7dd0c2170ab.png
5,十字架,2,银色切割者,增幅紫苑的下位替代武器，由于紫苑常常搭配彗星驱动（增幅山吹），可保持全程虚弱效果，直接触发武器被动加伤，因此算是不错的下位替代武器。,5,268,29,http://www.3rdguide.com/web/arm/detail?id=152,http://static.3rdguide.com/image/data/uploads/all/201802/9f9c3bed707.png
5,十字架,2,仿犹大·血之拥抱,月下初拥标准的毕业武器，主动有不错的破盾效果并提供流血异常，被动对流血敌人增加物伤。对于增幅紫苑来说，可暂时作为过渡武器。,5,265,46,http://www.3rdguide.com/web/arm/detail?id=42,http://static.3rdguide.com/image/data/uploads/all/201801/1a421a3291e.png
5,十字架,2,极夜之赫卡忒,增幅紫苑完美的毕业武器，除了被动的综合加伤，主动能够快速增加连击数，以启动角色的被动攻速加成，以及蓄力终结技的叠加层数。,5,264,40,http://www.3rdguide.com/web/arm/detail?id=222,http://static.3rdguide.com/image/data/uploads/all/201908/f6e430b5b98.png
5,十字架,2,樱花的誓约,假的樱火轮舞毕业武器，虽然和灵刀一样可以加快标记叠加的速度，但樱火的常态输出能力偏弱，且爆发期间也无需武器来提供额外标记（普攻一套就能叠满），因此基本没有实战价值。,5,257,53,http://www.3rdguide.com/web/arm/detail?id=43,http://static.3rdguide.com/image/data/uploads/all/201801/ac9a60da318.png
5,十字架,2,游骑兵十字架,可用于辅助叠加点燃积蓄槽，常用于记忆战场中的月魂关卡。,5,240,20,http://www.3rdguide.com/web/arm/detail?id=187,http://static.3rdguide.com/image/data/uploads/all/201903/ff6d153f16a.png
5,十字架,2,杰克灯笼,“迷途的少女唷，欢迎来到我的庄园。不管是南瓜还是糖果，敞开肚子吃个够吧。”德丽莎·弗兰肯斯坦如是说。,5,226,22,http://www.3rdguide.com/web/arm/detail?id=153,http://static.3rdguide.com/image/data/uploads/all/201803/b53d10a8f4d.png
5,十字架,2,火天使,天命总部研发部设计的十字架形武器，在十字架内植入了帝王级崩坏兽拉杰尔的核心，可以发出强大的火焰之力。,4,185,10,http://www.3rdguide.com/web/arm/detail?id=149,http://static.3rdguide.com/image/data/uploads/all/201802/f1a20c50b39.png
5,十字架,3,黑色粉碎者,米高扬中央设计局制造的十字架形武器，在展开后，会对附近区域进行自动攻击，将区域内的一切都碾碎成粉末。,4,182,12,http://www.3rdguide.com/web/arm/detail?id=148,http://static.3rdguide.com/image/data/uploads/all/201803/7cc98fe79ef.png
5,十字架,3,爱酱糖,德丽莎学园长~今年的儿童节礼物，是想要巧克力？苹果糖？还是爱酱呢(害羞)？,4,178,17,http://www.3rdguide.com/web/arm/detail?id=151,http://static.3rdguide.com/image/data/uploads/all/201802/cdb9d880aba.png
5,十字架,3,雷天使,天命总部研发部设计的十字架形武器，在十字架内植入了帝王级崩坏兽雷米尔的核心，可以发出强大的雷电之力。,4,168,31,http://www.3rdguide.com/web/arm/detail?id=150,http://static.3rdguide.com/image/data/uploads/all/201802/dc1355aa39e.png
5,十字架,3,破甲弹发射台,苏联制的小型破甲弹发射台，轻量化处理之后仍旧有235公斤的重量，也只有某个怪力修女会背着它乱跑了…,3,128,2,http://www.3rdguide.com/web/arm/detail?id=145,http://static.3rdguide.com/image/data/uploads/all/201803/4f020ed2108.png
5,十字架,3,烈火之誓,圣7308研究所为德丽莎设计的十字架形武器，在十字架内，将崩坏能进行转换成火焰能量，并用这种能量协助女武神战斗。,3,123,10,http://www.3rdguide.com/web/arm/detail?id=147,http://static.3rdguide.com/image/data/uploads/all/201802/73764cd53b9.png
5,十字架,3,十字架·冰弹,改良后的十字架形自律机枪，可以发射冰弹来冻伤敌人，比普通的十字架更强力，但是德丽莎仍旧只是用来砸向敌人…,3,121,14,http://www.3rdguide.com/web/arm/detail?id=143,http://static.3rdguide.com/image/data/uploads/all/201803/2e46cf72c13.png
5,十字架,3,冰霜之誓,圣7308研究所为德丽莎设计的十字架形武器，在十字架内，将崩坏能进行转换成冷冻能量，并用这种能量协助女武神战斗。,3,116,50,http://www.3rdguide.com/web/arm/detail?id=146,http://static.3rdguide.com/image/data/uploads/all/201802/cf3b8f5ae6d.png
5,十字架,3,火焰弹发射台,苏联制的小型燃烧弹发射台，轻量化处理之后仍旧有250公斤的重量，也只有某个怪力修女会背着它乱跑了…,3,102,55,http://www.3rdguide.com/web/arm/detail?id=144,http://static.3rdguide.com/image/data/uploads/all/201803/b33d68161dd.png
5,十字架,3,十字架,天命组织开发的十字架形自律机枪，可以发射对崩坏兽用的银弹，但是德丽莎似乎更愿意用来砸向敌人…,2,76,8,http://www.3rdguide.com/web/arm/detail?id=142,http://static.3rdguide.com/image/data/uploads/all/201803/5ca2cebd1e2.png
6,拳套,1,拂手阴晴,超限后的袖缠云，被动1的全伤加成简单直接，基本可以默认为常驻效果。被动2可以提供额外的SP回复，不过按目前的输出流程来看，基本都是云墨享受这一加成（除非第一个大让队友先开）。但谁充能不是充呢，云墨也缺SP的，所以不用刻意纠结。,6,431,27,http://www.3rdguide.com/web/arm/detail?id=274,http://static.3rdguide.com/image/data/uploads/all/202106/d8c0ba65c73.png
6,拳套,1,千翎湮尘,好看，但不算实用。输出型武器，但炽翎使用时，伤害仍难企及当前的主C角色；云墨使用时，大多数情况不如袖缠云（超限袖缠云差距更大）。一般来说，不推荐超限。,6,409,35,http://www.3rdguide.com/web/arm/detail?id=270,http://static.3rdguide.com/image/data/uploads/all/202104/7e3433dc228.png
6,拳套,1,无存之境：意识,识律专属武器，亦可给白夜使用（不适合云墨，无法触发戍边套加成）。高面板，强力SP回复，启动快，后台加伤，对于识律和白夜都有着很大的提升。,6,401,49,http://www.3rdguide.com/web/arm/detail?id=264,http://static.3rdguide.com/image/data/uploads/all/202102/f432efc1189.png
6,拳套,1,胧光之努亚达,雾都迅羽（迅雷）与月轮完美的毕业武器，对于月轮来说适配度很高，主动的流血效果与爆发状态的额外伤害都非常搭。其余的加成通用且综合，因此对于迅雷来说也是完美的毕业武器,6,382,55,http://www.3rdguide.com/web/arm/detail?id=230,http://static.3rdguide.com/image/data/uploads/all/201911/5f11306192f.png
6,拳套,1,奇迹咪啾,啾咪,5,298,13,http://www.3rdguide.com/web/arm/detail?id=287,http://static.3rdguide.com/image/data/uploads/all/202111/6d7a1f08ff2.png
6,拳套,1,羽渡尘,好看，特效机制独特，但实际价值为攻击力+10,5,298,13,http://www.3rdguide.com/web/arm/detail?id=262,http://static.3rdguide.com/image/data/uploads/all/202102/c5b2f807aa4.png
6,拳套,1,袖缠云,极为优秀的通用拳套，所有的符华角色均能使用，其中：云墨丹心、白夜执事、炽翎表现最优。主动可提供高额的SP回复，被动可自身加伤，亦可为队友加伤，综合能力强。,5,294,16,http://www.3rdguide.com/web/arm/detail?id=234,http://static.3rdguide.com/image/data/uploads/all/202001/233cc2942eb.png
6,拳套,1,无存之钥,无存之钥在未超限时，整体和袖缠云相差不大（辅助和输出），以SP回复为主，优点在于无需消耗额外SP。,5,291,19,http://www.3rdguide.com/web/arm/detail?id=263,http://static.3rdguide.com/image/data/uploads/all/202102/beac2e6a662.png
6,拳套,1,永暮双狼,白夜执事标准的毕业武器，武器主动提供附加伤害，被动提供物伤加成和暴击率加成，整体非常契合白夜的输出模式。也可给月轮使用，但综合强度不如超限断光。,5,283,24,http://www.3rdguide.com/web/arm/detail?id=168,http://static.3rdguide.com/image/data/uploads/all/201805/07242df3974.png
6,拳套,1,残火之鸢,炽翎的输出向武器，目前来说整体不如袖缠云。可用作元素拳套暂时过渡。,5,283,24,http://www.3rdguide.com/web/arm/detail?id=164,http://static.3rdguide.com/image/data/uploads/all/201805/02989f47459.png
6,拳套,2,断光之努亚达,月轮、迅雷标准的毕业武器，主动可提供流血效果，被动稳定雷伤提升。超限武器相较其提升明显，强度有保证。,5,279,32,http://www.3rdguide.com/web/arm/detail?id=159,http://static.3rdguide.com/image/data/uploads/all/201803/2ecaedb7c2d.png
6,拳套,2,太虚之握,强力且好用的地图神之键拳套，即可增加角色的全伤，也可用于触发时空QTE。,5,268,35,http://www.3rdguide.com/web/arm/detail?id=161,http://static.3rdguide.com/image/data/uploads/all/201803/5e0f5e9b819.png
6,拳套,2,百鸟问天,主动可以显著提升角色攻速，但目前最吃攻速的月轮已有超限断光，实用价值大幅降低，不推荐升级。,5,268,40,http://www.3rdguide.com/web/arm/detail?id=158,http://static.3rdguide.com/image/data/uploads/all/201803/995299328ff.png
6,拳套,2,星环漩涡,双狼的下位替代品，但由于目前攻击力的普遍上升，其强度甚至不如太虚，因此无需升级（锻造看图鉴需求）,5,257,23,http://www.3rdguide.com/web/arm/detail?id=160,http://static.3rdguide.com/image/data/uploads/all/201803/7ad6c85843a.png
6,拳套,2,游骑兵腕甲,可在编年史获得。在无法使用太虚之握，且没有其它蛋池武器的情况下，可用于替代。,5,245,11,http://www.3rdguide.com/web/arm/detail?id=185,http://static.3rdguide.com/image/data/uploads/all/201903/da805f1e903.png
6,拳套,2,教父霸王拳,"大气都为之撕裂，天地都为之颤抖，巨神族的愤怒寄宿于豪迈的双腕中，这即是泰坦之拳的完全形态---湮灭，在此一击
",5,230,11,http://www.3rdguide.com/web/arm/detail?id=169,http://static.3rdguide.com/image/data/uploads/all/201807/2b301e534f2.png
6,拳套,2,翠羽落花,辅助携带后，队友拾取血包时可获得全伤加成，一般用于极限竞速中，来弥补伤害的不足。,5,223,16,http://www.3rdguide.com/web/arm/detail?id=210,http://static.3rdguide.com/image/data/uploads/all/201903/0ec0a958af9.png
6,拳套,2,白星驱逐者,ME社研发的危险环境保护手套，精密的机械结构能够让作业员在高温、海底、甚至是真空环境下进行安全工作。但作为防护服来说，这幅手套肘部的装甲设计未免有些厚重，令人怀疑它真正的用途。,4,173,20,http://www.3rdguide.com/web/arm/detail?id=157,http://static.3rdguide.com/image/data/uploads/all/201803/8263d794093.png
6,拳套,2,CAS-X 圣徒,因为使用者死亡而遗留在战场上的“CAS-II 浪子”被天命组织回收后改造成的形态，编号中的X并非罗马数字10，而是代表“未知”的第24位英文字母。同时，天命也从中发现了米高扬中央设计制造局掌握的特殊技术。,4,172,21,http://www.3rdguide.com/web/arm/detail?id=156,http://static.3rdguide.com/image/data/uploads/all/201803/4073d31e3db.png
6,拳套,2,CAS-II 浪子,作战用突击钻桩（Combat Assault Stake），由米高扬中央设计制造局开发的臂铠型近战武装，“浪子”是系列的第二型号，手肘部位的多个反装甲冲击钻是其标志性武器。西伯利亚的士兵并非只有烈酒和刀枪，就算是空着双手的他们，也能成为最致命的凶器。,4,166,13,http://www.3rdguide.com/web/arm/detail?id=155,http://static.3rdguide.com/image/data/uploads/all/201803/8e8a7ebb0c3.png
6,拳套,3,防护腕甲,女武神部队统一配备的腕甲，由指虎与臂铠两部分组成，即使没有格斗经验的人也能够轻易上手。但作为武器而言，相对弱势的破坏力和攻击距离让它并不能成为一个泛用的选择。也许只有在合适的人手中，它才能发挥真正的威力。,2,78,8,http://www.3rdguide.com/web/arm/detail?id=154,http://static.3rdguide.com/image/data/uploads/all/201803/e53dd5d2ee6.png
7,镰刀,1,血渊之眸·如一,冰希的专属镰刀，不过并不比天霜斯卡蒂（超限冰镰刀）强出太多。主要优势在于主动的高额爆发与链爪控制，以及武器主动后的技能衔接。,6,444,17,http://www.3rdguide.com/web/arm/detail?id=269,http://static.3rdguide.com/image/data/uploads/all/202104/8d2742200ce.png
7,镰刀,1,裁星刃 双鱼座,缭乱星棘的推荐武器，这把镰刀部分继承了圣剑幽兰黛尔的力量。,6,415,39,http://www.3rdguide.com/web/arm/detail?id=294,http://static.3rdguide.com/image/data/uploads/all/202201/21784b2dce8.png
7,镰刀,1,彼岸之扉·连理,连理相比老彼岸，显著增强了角色的爆发能力，尤其是在彼岸双生使用时，蓄力开大蓄力可额外附加1400%的倍率，该效果在深渊中可能体感一般，但在记忆战场中则是立竿见影的。同时，幻海梦蝶也可选用该武器，来获得更高的爆发伤害。,6,412,41,http://www.3rdguide.com/web/arm/detail?id=257,http://static.3rdguide.com/image/data/uploads/all/202012/7a5981e734f.png
7,镰刀,1,天霜之斯卡蒂,月魂完美的毕业武器，附加伤害、冰冻加伤、对异能全伤，加伤十分综合，高额的SP充能使得月魂不再十分依赖SP回复词缀。其它镰刀角色使用时效果尚可，其中幻海梦蝶表现较好，契合度相对更高。,6,404,35,http://www.3rdguide.com/web/arm/detail?id=236,http://static.3rdguide.com/image/data/uploads/all/202003/51b47066921.png
7,镰刀,1,冥府携香,"彻底改变迷迭地位的一把超限武器，瞬间3层（满）印记+必杀技真时停，不但大幅增强了角色本身的输出能力；作为辅助和副C时，强度也有明显的提高。

过往的迷迭在使用时，必杀技一直是个比较鸡肋的技能，仅仅用于破量子盾。但现在由于享受到了真时停，不再浪费BUFF时间和分数。",6,401,39,http://www.3rdguide.com/web/arm/detail?id=275,http://static.3rdguide.com/image/data/uploads/all/202106/1bafd88e185.png
7,镰刀,1,星刃 白矮星,缭乱星棘推荐武器,5,300,12,http://www.3rdguide.com/web/arm/detail?id=293,http://static.3rdguide.com/image/data/uploads/all/202201/7425dd0c5a1.png
7,镰刀,1,血渊之眸,血渊之眸基础版，详细见超限血渊之眸。非超限情况下，伤害不如超限冰镰刀（斯卡蒂）。,5,299,12,http://www.3rdguide.com/web/arm/detail?id=268,http://static.3rdguide.com/image/data/uploads/all/202104/acf07ef68b0.png
7,镰刀,1,恒霜之斯卡蒂,月魂标准的毕业武器，虽然有着全伤加成，但也仅是一点全伤加成，其它角色使用时效果一般。超限武器相较其提升明显，强度有保证。,5,285,24,http://www.3rdguide.com/web/arm/detail?id=209,http://static.3rdguide.com/image/data/uploads/all/201901/8c0c2925cba.png
7,镰刀,1,阿芙洛狄忒,黯蔷薇标准的毕业武器，主动可在角色蓄力后使用，增强爆发能力；被动附加伤害且对机械敌人必定暴击，一般黯蔷薇也只用于针对机械敌人的战斗，因此十分契合。其它物理类镰刀角色可用其暂时过渡。,5,279,29,http://www.3rdguide.com/web/arm/detail?id=197,http://static.3rdguide.com/image/data/uploads/all/201811/b65994bec39.png
7,镰刀,1,彼岸之扉,彼岸双生完美的毕业武器，加伤综合且数值很高（远不是其它镰刀能比的）。并且，该武器也可供幻海梦蝶使用（圣痕需替换为爱迪爱），打快速爆发（童谣为持续爆发），瞬间伤害极高。,5,278,29,http://www.3rdguide.com/web/arm/detail?id=226,http://static.3rdguide.com/image/data/uploads/all/201910/8b24accfe4c.png
7,镰刀,2,安息鸢尾,失落迷迭的标配武器，可提供一定的自身加伤，与全队的全伤加成。由于角色定位为雷系辅助，因此并不算十分依赖该武器。有最好，没有的话问题也不大。,5,275,29,http://www.3rdguide.com/web/arm/detail?id=248,http://static.3rdguide.com/image/data/uploads/all/202008/139d8c63d6b.png
7,镰刀,2,童谣,幻海梦蝶最为常用的毕业武器，相较其它镰刀，综合性最佳。主动可提供高额爆发伤害，并增加动能，从而延长大招的持续时间。对于其它角色来说，加伤偏低，作用不大。,5,275,31,http://www.3rdguide.com/web/arm/detail?id=217,http://static.3rdguide.com/image/data/uploads/all/201906/7c9841b84e3.png
7,镰刀,2,基因收割者,影铁标准的毕业武器，主动可提供雷电附伤，被动依据移速提供稳定雷伤加成，角色极限闪避后有移速提升，因此还是比较契合的。其它镰刀角色基本不会使用。,5,275,30,http://www.3rdguide.com/web/arm/detail?id=203,http://static.3rdguide.com/image/data/uploads/all/201901/d9a8a461daf.png
7,镰刀,2,黑铁,ME社的试作型概念武器，由一份源头不明的订单委托制作。为了完成订单，ME社尝试了多种不同的切割技术，并制作出群青风暴、黑曜切割等试验样品。而这些技术最终的完成形态，就是这把危险的重型镰刀。,5,249,27,http://www.3rdguide.com/web/arm/detail?id=204,http://static.3rdguide.com/image/data/uploads/all/201901/9e995cc2a20.png
7,镰刀,2,零落,活动镰刀，无需结晶升级，常用的地图过渡装。,4,225,15,http://www.3rdguide.com/web/arm/detail?id=196,http://static.3rdguide.com/image/data/uploads/all/201903/1c6760620a7.png
7,镰刀,2,黑曜切割,ME社开发的巨镰武器试验样品，采用了ME社拥有专利的粒子振动技术。看似圆钝的镰刀头在启动后能一击割开钢板，其破坏力令人畏惧。,4,163,27,http://www.3rdguide.com/web/arm/detail?id=205,http://static.3rdguide.com/image/data/uploads/all/201901/cf525ee6a1c.png
7,镰刀,2,命运钟刻,"红王后陛下，快用你那无敌的命运钟刻想想办法啊！
不行，时间系能力很容易产生因果悖论，是非常危险的。",4,160,16,http://www.3rdguide.com/web/arm/detail?id=208,http://static.3rdguide.com/image/data/uploads/all/201901/b4b096ff7ec.png
7,镰刀,2,赤钢,ME社的泛用型概念武器，黑铁的量产型号。为了降低制作成本，减少了许多采用在试作型上的机能。,4,160,16,http://www.3rdguide.com/web/arm/detail?id=207,http://static.3rdguide.com/image/data/uploads/all/201901/61e6274af72.png
7,镰刀,2,群青风暴,ME社开发的巨镰武器试验样品，采用了ME社拥有专利的电子束切割技术。看似圆钝的镰刀头在启动后能一击割开钢板，其破坏力令人畏惧。,4,160,16,http://www.3rdguide.com/web/arm/detail?id=206,http://static.3rdguide.com/image/data/uploads/all/201901/a10c44c19a6.png
8,骑枪,1,子夜的阿塔吉娜,强力骑枪，天元骑英的正确选择~,6,436,23,http://www.3rdguide.com/web/arm/detail?id=292,http://static.3rdguide.com/image/data/uploads/all/202201/110b5172a7c.png
8,骑枪,1,黑渊白花·创灭螺旋,超限黑渊白花,6,431,27,http://www.3rdguide.com/web/arm/detail?id=278,http://static.3rdguide.com/image/data/uploads/all/202108/b6938667b84.png
8,骑枪,1,湛寂之赫勒尔,我就是要能量喷涌,6,415,31,http://www.3rdguide.com/web/arm/detail?id=286,http://static.3rdguide.com/image/data/uploads/all/202109/e62733ea438.png
8,骑枪,1,贯星枪 人马座,不灭星锚无可挑剔的专属武器，高面板，包含：火伤、火焰易伤，倍率等多重加成，蓄力+【星尘】的爆炸倍率更是高达2700%。一般不使用武器主动的投技，【星尘】靠必杀技附加就行。,6,415,16,http://www.3rdguide.com/web/arm/detail?id=254,http://static.3rdguide.com/image/data/uploads/all/202011/57966c93f03.png
8,骑枪,1,黑渊白花,一次牛逼的物理攻击，与劫灭不同，该武器自带真·时停特效，可以暂停场景内的其它动画、BUFF时长，因此非常容易吃到队友的高额BUFF加成，瞬间伤害极高。除了月魄，明日香在部分场景中，也能用不错的效果。非爆发情况下，武器主动可回复SP，实战中需要注意使用（角色开大会刷新CD，大可放心）。,5,298,19,http://www.3rdguide.com/web/arm/detail?id=267,http://static.3rdguide.com/image/data/uploads/all/202103/166c230e8d8.png
8,骑枪,1,子夜的黑光,天元骑英推荐武器。,5,287,11,http://www.3rdguide.com/web/arm/detail?id=291,http://static.3rdguide.com/image/data/uploads/all/202201/86768bfa0ae.png
8,骑枪,1,朗基努斯之枪,EVA联动武器，俗称“大号水果叉”，月魄用起来效果尚可（但肯定是不如专属的）。主要还是明日香使用，综合加伤且能依靠队友额外回复SP。武器的纪念意义较高。,5,287,21,http://www.3rdguide.com/web/arm/detail?id=259,http://static.3rdguide.com/image/data/uploads/all/202012/72529e15442.png
8,骑枪,1,调频噬能枪,性价比极高的黑核骑枪，武器属性会根据使用者改变，因此适合所有幽兰黛尔角色。,5,287,21,http://www.3rdguide.com/web/arm/detail?id=256,http://static.3rdguide.com/image/data/uploads/all/202011/8954f16a040.png
